                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 0.4408,                 0.4466,                0.78407,                0.92295,                0.86647,                0.93211,                0.86344,                0.42822,                0.43534,                0.78313,             5.4418e-05,             5.4418e-05,             5.4418e-05
                     63,                0.44255,                0.44561,                0.78543,                0.92403,                0.86776,                 0.9326,                0.86278,                0.43064,                0.42671,                0.78412,              5.167e-05,              5.167e-05,              5.167e-05
                     64,                0.43893,                0.44318,                 0.7841,                0.92217,                 0.8732,                0.93455,                0.86363,                0.43688,                0.42695,                0.78416,             4.8923e-05,             4.8923e-05,             4.8923e-05
                     65,                0.42894,                0.43149,                0.78595,                0.90929,                0.87181,                0.93296,                0.86313,                0.43136,                0.43227,                0.78374,             4.6176e-05,             4.6176e-05,             4.6176e-05
                     66,                0.42522,                0.42614,                0.78275,                0.92096,                0.86399,                0.93235,                0.86357,                0.42844,                0.42461,                0.78382,             4.3429e-05,             4.3429e-05,             4.3429e-05
                     67,                  0.432,                 0.4308,                0.78359,                0.92372,                 0.8558,                0.93206,                0.86404,                0.43239,                0.43001,                0.78419,             4.0682e-05,             4.0682e-05,             4.0682e-05
                     68,                0.43436,                0.43607,                0.78534,                0.90822,                0.87788,                0.93457,                0.86726,                0.42814,                0.42006,                0.78363,             3.7934e-05,             3.7934e-05,             3.7934e-05
                     69,                0.42767,                0.41965,                0.78424,                0.91535,                0.86646,                0.93161,                0.86435,                0.42782,                0.42815,                0.78314,             3.5187e-05,             3.5187e-05,             3.5187e-05
                     70,                0.43659,                0.42824,                0.78406,                0.92814,                0.85896,                 0.9325,                0.86522,                0.42778,                0.42427,                0.78286,              3.244e-05,              3.244e-05,              3.244e-05
                     71,                0.42346,                0.44073,                0.77985,                0.91653,                0.85766,                0.92729,                0.85413,                0.44542,                0.44295,                0.78439,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     72,                0.40824,                0.41038,                0.78002,                0.90562,                 0.8643,                 0.9263,                0.85194,                0.44582,                0.44141,                0.78524,             2.6945e-05,             2.6945e-05,             2.6945e-05
                     73,                0.39606,                0.39559,                0.77924,                0.91752,                0.85683,                0.92767,                0.85392,                0.44389,                0.44048,                0.78503,             2.4198e-05,             2.4198e-05,             2.4198e-05
                     74,                0.39961,                 0.3901,                0.78099,                0.91539,                0.85624,                0.92881,                0.85702,                 0.4405,                0.43898,                0.78458,             2.1451e-05,             2.1451e-05,             2.1451e-05
                     75,                0.39741,                0.38896,                0.78129,                0.92146,                0.86136,                0.93044,                0.85837,                0.43849,                0.43132,                0.78426,             1.8703e-05,             1.8703e-05,             1.8703e-05
                     76,                0.39574,                0.39338,                0.77858,                0.90263,                0.86836,                 0.9293,                0.85834,                0.43734,                0.43424,                0.78452,             1.5956e-05,             1.5956e-05,             1.5956e-05
                     77,                0.38923,                0.38143,                0.78038,                0.91464,                0.86694,                0.93079,                0.86106,                0.43564,                0.42883,                0.78429,             1.3209e-05,             1.3209e-05,             1.3209e-05
                     78,                0.38504,                0.37538,                0.78007,                0.91863,                0.86313,                0.93035,                0.86145,                0.43475,                0.43074,                0.78459,             1.0462e-05,             1.0462e-05,             1.0462e-05
                     79,                0.38426,                0.37649,                0.77748,                0.91547,                0.86725,                0.92971,                 0.8604,                0.43471,                0.42956,                0.78432,             7.7145e-06,             7.7145e-06,             7.7145e-06
                     80,                0.38563,                0.37489,                0.77646,                0.92041,                0.86495,                0.93079,                0.86177,                0.43413,                0.42684,                0.78409,             4.9672e-06,             4.9672e-06,             4.9672e-06
